YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
2007,11,14,-1.8,CHILE,NORTHERN CHILE,-22.247,-69.89,Tsunami
1981,5,11,-1.8,SOUTH AFRICA,AGULHAS BANK,-35.616,20.267,Tsunami
1989,6,26,-1.8,USA,HAWAII,19.362,-155.083,Tsunami
1917,5,1,-1.7,NEW ZEALAND,KERMADEC ISLANDS,-29.2,-177,Tsunami
1923,9,2,-1.7,JAPAN,RYUKYU ISLANDS,34.9,140.2,Tsunami
1935,10,12,-1.7,JAPAN,SANRIKU,39.9,143.7,Tsunami
1938,11,10,-1.7,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,Tsunami
1938,11,22,-1.7,JAPAN,SANRIKU,36.7,142.1,Tsunami
1949,10,19,-1.7,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,154,Tsunami
1950,12,14,-1.7,MEXICO,S. MEXICO,16.48,-98.22,Tsunami
1951,10,22,-1.7,TAIWAN,TAIWAN,23.8,121.7,Tsunami
1952,3,9,-1.7,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,Tsunami
1956,3,30,-1.7,RUSSIA,KAMCHATKA,55.978,160.587,Tsunami
1960,5,21,-1.7,CHILE,CENTRAL CHILE,-37.872,-73.243,Tsunami
1960,7,29,-1.7,JAPAN,SANRIKU,40.3,142.5,Tsunami
1978,3,23,-1.7,RUSSIA,S. KURIL ISLANDS,44.932,148.439,Tsunami
1981,2,24,-1.7,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,Tsunami
1981,5,25,-1.7,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,Tsunami
1983,3,18,-1.7,PAPUA NEW GUINEA,NEW BRITAIN,-4.883,153.581,Tsunami
1986,11,14,-1.7,TAIWAN,TAIWAN,23.901,121.574,Tsunami
1992,7,18,-1.7,JAPAN,HONSHU ISLAND,39.419,143.33,Tsunami
1996,9,4,-1.7,JAPAN,HONSHU ISLAND,31.555,139.931,Tsunami
2000,6,18,-1.7,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,Tsunami
2004,12,23,-1.7,AUSTRALIA,MACQUARIE ISLAND,-49.312,161.345,Tsunami
2015,11,13,-1.7,JAPAN,JAPAN,30.991,128.877,Tsunami
2009,10,7,-1.7,VANUATU,VANUATU ISLANDS,-13.006,166.51,Tsunami
1970,7,25,-1.6,JAPAN,SEIKAIDO,32.2,131.7,Tsunami
1971,9,6,-1.6,RUSSIA,TATAR STRAIT,46.7,141.4,Tsunami
2003,10,31,-1.6,JAPAN,E. HONSHU ISLAND,37.812,142.619,Tsunami
1952,3,19,-1.6,PHILIPPINES,"E. OF MINDANO, PHILIPPINES",9.5,127.25,Tsunami
1954,9,9,-1.6,ALGERIA,SEA OF ALBORAN,36.283,1.467,Tsunami
2003,11,17,-1.6,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,Tsunami
1962,5,19,-1.6,MEXICO,S. MEXICO,17.2,-99.5,Tsunami
1995,1,16,-1.6,JAPAN,"KOBE, JAPAN",34.583,135.018,Tsunami
1978,1,14,-1.5,JAPAN,TOKAIDO,34.809,139.259,Tsunami
2012,11,7,-1.5,GUATEMALA,GUATEMALA,13.988,-91.895,Tsunami
2012,8,27,-1.5,EL SALVADOR,OFF THE COAST,12.139,-88.59,Tsunami
1974,9,27,-1.4,RUSSIA,S. KURIL ISLANDS,43.2,146.7,Tsunami
1981,1,18,-1.4,JAPAN,E. HONSHU ISLAND,38.64,142.75,Tsunami
1970,5,31,-1.4,PERU,N. PERU,-9.2,-78.8,Tsunami
1975,12,26,-1.4,SAMOA,SAMOA ISLANDS,-16.265,-172.467,Tsunami
1976,1,21,-1.4,RUSSIA,S. KURIL ISLANDS,44.915,149.123,Tsunami
2005,1,19,-1.4,JAPAN,E. HONSHU ISLAND,34.064,141.491,Tsunami
2009,1,3,-1.4,INDONESIA,NEAR NORTH COAST,-0.414,132.885,Tsunami
1906,4,4,-1.3,ITALY,TYRRHENIAN SEA,40.821,14.426,Tsunami
1919,1,1,-1.3,TONGA,TONGA ISLANDS,-19.6,-176.6,Tsunami
1922,12,25,-1.3,NEW ZEALAND,SE. NEW ZEALAND,-43,173,Tsunami
1923,6,1,-1.3,JAPAN,"KASHIMA, JAPAN",35.4,141.8,Tsunami
1927,8,18,-1.3,JAPAN,"KASHIMA, JAPAN",34.2,142,Tsunami
1931,3,9,-1.3,JAPAN,SANRIKU,41.2,142.5,Tsunami
1945,2,10,-1.3,JAPAN,SANRIKU,40.9,142.1,Tsunami
1956,3,5,-1.3,JAPAN,NE. HOKKAIDO ISLAND,44.3,144.1,Tsunami
1959,2,7,-1.3,PERU,N. PERU,-4,-81.5,Tsunami
1961,1,16,-1.3,JAPAN,"KASHIMA, JAPAN",36,142.3,Tsunami
1961,1,16,-1.3,JAPAN,"KASHIMA, JAPAN",36,141.9,Tsunami
1961,1,16,-1.3,JAPAN,"KASHIMA, JAPAN",36.2,141.9,Tsunami
1965,8,23,-1.3,MEXICO,MEXICO,16.3,-95.8,Tsunami
1968,8,10,-1.3,INDONESIA,N. MOLUCCAS ISLANDS,1.4,126.2,Tsunami
1973,10,5,-1.3,CHILE,CENTRAL CHILE,-32.5,-71.5,Tsunami
1977,6,22,-1.3,TONGA,TONGA TRENCH,-22.878,-175.9,Tsunami
1982,7,23,-1.3,JAPAN,"IBARAKI, JAPAN",36.194,141.702,Tsunami
1995,9,14,-1.3,MEXICO,S. MEXICO,16.779,-98.597,Tsunami
1996,11,12,-1.3,PERU,S. PERU,-14.993,-75.675,Tsunami
2005,4,10,-1.3,INDONESIA,KEPULAUAN MENTAWAI,-1.644,99.607,Tsunami
2007,1,13,-1.3,RUSSIA,S. KURIL ISLANDS,46.243,154.524,Tsunami
2011,6,27,-1.3,UK,"PLYMOUTH, ENGLAND",50.5,-3,Tsunami
2013,10,25,-1.3,JAPAN,E. COAST HONSHU ISLAND,37.149,144.679,Tsunami
1966,12,28,-1.3,CHILE,NORTHERN CHILE,-25.5,-70.7,Tsunami
1972,2,29,-1.3,JAPAN,EAST OFF HACHIJO ISLAND,33.3,140.8,Tsunami
2005,11,14,-1.3,JAPAN,E. COAST HONSHU ISLAND,38.107,144.896,Tsunami
1987,11,30,-1.2,USA,"GULF OF ALASKA, AK",58.679,-142.786,Tsunami
1919,1,1,-1.2,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8,126,Tsunami
2010,4,6,-1.2,INDONESIA,SUMATRA,2.383,97.048,Tsunami
1928,5,27,-1.2,JAPAN,SANRIKU,40,143.2,Tsunami
1978,6,20,-1.2,GREECE,"THESSALONIKI (SALONICA), GREECE",40.739,23.229,Tsunami
1969,12,25,-1.1,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG,15.8,-59.7,Tsunami
1971,12,15,-1.1,RUSSIA,KAMCHATKA,56,163.3,Tsunami
2009,7,15,-1.1,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,Tsunami
1905,10,4,-1,RUSSIA,BLACK SEA,44.5,37.5,Tsunami
1912,6,8,-1,JAPAN,SANRIKU,40.5,142,Tsunami
1915,5,23,-1,INDONESIA,KAIMANA,-3.644,133.695,Tsunami
1917,5,6,-1,TAIWAN,TAIWAN,23.2,121.6,Tsunami
1918,11,8,-1,RUSSIA,S. KURIL ISLANDS,44.5,151.5,Tsunami
1937,11,6,-1,INDONESIA,BANDA SEA,-3,132.3,Tsunami
1938,2,13,-1,INDONESIA,BANDA SEA,-3,132.3,Tsunami
1950,8,15,-1,INDIA,INDIA-CHINA,28.5,96.5,Tsunami
1972,12,2,-1,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,Tsunami
1972,12,4,-1,JAPAN,CHICHI JIMA,33.3,140.7,Tsunami
1974,10,17,-1,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,Tsunami
1977,8,20,-1,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.1,146.2,Tsunami
1984,6,13,-1,JAPAN,"TORI SHIMA, OKINAWA",31.448,140.036,Tsunami
1991,5,7,-1,GREECE,EAST AEGEAN SEA,37.133,26.833,Tsunami
1993,2,7,-1,JAPAN,HONSHU ISLAND,37.634,137.245,Tsunami
1995,5,16,-1,NEW CALEDONIA,LOYALTY ISLANDS,-23.008,169.9,Tsunami
1996,4,24,-1,SWITZERLAND,LAKE BRIENZ,46.73,7.97,Tsunami
2000,4,5,-1,GREECE,CRETE,34.22,25.69,Tsunami
2015,5,2,-1,JAPAN,S. OF HONSHU ISLAND,31.594,140.167,Tsunami
1971,8,2,-1,JAPAN,JAPAN TRENCH,41.4,143.5,Tsunami
1996,6,10,-1,USA,"ANDREANOF ISLANDS, AK",51.564,-177.632,Tsunami
1991,12,22,-0.9,RUSSIA,S. KURIL ISLANDS,45.533,151.021,Tsunami
1939,12,26,-0.9,TURKEY,SOUTH BLACK SEA,39.77,39.533,Tsunami
1994,12,28,-0.9,JAPAN,"TOHUKU, JAPAN",40.525,143.419,Tsunami
1996,10,19,-0.9,JAPAN,KYUSHU ISLAND,31.885,131.468,Tsunami
1938,11,5,-0.8,JAPAN,SANRIKU,37.2,141.7,Tsunami
1980,6,29,-0.8,JAPAN,HONSHU ISLAND,34.808,139.181,Tsunami
1938,11,5,-0.8,JAPAN,SANRIKU,37.1,141.7,Tsunami
1968,5,16,-0.8,JAPAN,OFF COAST OF HONSHU ISLAND,41.5,142.7,Tsunami
1901,8,9,-0.7,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,Tsunami
1928,4,22,-0.7,GREECE,CORINTHOS-PATRAS GULF,38,23,Tsunami
1943,6,13,-0.7,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,Tsunami
1946,8,8,-0.7,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,Tsunami
1948,4,17,-0.7,JAPAN,TOKAIDO,33.1,135.6,Tsunami
1964,5,7,-0.7,JAPAN,NW. HONSHU ISLAND,40.3,139,Tsunami
1972,8,17,-0.7,PAPUA NEW GUINEA,SOLOMON SEA,-6,152.9,Tsunami
1977,8,28,-0.7,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.081,146.23,Tsunami
1978,6,12,-0.7,JAPAN,SANRIKU,38.19,142.03,Tsunami
1978,6,21,-0.7,ITALY,"EASTERN ITALY, ADRIATIC SEA",42,16,Tsunami
1979,4,15,-0.7,SERBIA AND MONTENEGRO,MONTENEGRO,42.096,19.209,Tsunami
1980,2,23,-0.7,RUSSIA,S. KURIL ISLANDS,43.53,146.753,Tsunami
1983,6,9,-0.7,JAPAN,"NOSHIRO, JAPAN",40.249,138.948,Tsunami
1995,8,16,-0.7,PAPUA NEW GUINEA,SOLOMON SEA,-5.799,154.178,Tsunami
2009,8,10,-0.7,JAPAN,HONSHU: S COAST,34.743,138.264,Tsunami
2011,3,9,-0.7,JAPAN,HONSHU ISLAND,38.435,142.842,Tsunami
1949,8,22,-0.7,CANADA,BRITISH COLUMBIA,53.6,-133.3,Tsunami
2003,1,22,-0.7,MEXICO,S. MEXICO,18.77,-104.104,Tsunami
2004,9,5,-0.7,JAPAN,SOUTH COAST HONSHU ISLAND,33.07,136.618,Tsunami
1973,6,24,-0.6,RUSSIA,S. KURIL ISLANDS,43.3,146.4,Tsunami
1934,7,18,-0.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,Tsunami
1961,2,26,-0.6,JAPAN,SEIKAIDO,31.6,131.8,Tsunami
1978,3,24,-0.6,RUSSIA,S. KURIL ISLANDS,44.244,148.862,Tsunami
1907,9,24,-0.5,USA,"SKAGWAY, AK",59.5,-135.5,Tsunami
1922,2,27,-0.5,PHILIPPINES,CEBU ISLAND,10.2,124.1,Tsunami
1927,6,26,-0.5,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,Tsunami
1929,5,21,-0.5,JAPAN,HIUGANADA,31.7,132.2,Tsunami
1936,11,2,-0.5,JAPAN,SANRIKU,38.2,142.2,Tsunami
1949,12,17,-0.5,CHILE,SOUTHERN CHILE,-54,-71,Tsunami
1949,12,17,-0.5,CHILE,SOUTHERN CHILE,-54,-71,Tsunami
1950,12,10,-0.5,PERU,S. PERU,-14.25,-77.75,Tsunami
1953,2,15,-0.5,PERU,CENTRAL PERU,-12,-77.5,Tsunami
1957,9,26,-0.5,INDONESIA,SOUTH OF JAVA,-8.2,107.3,Tsunami
1980,10,10,-0.5,ALGERIA,EL ASNAM,36.195,1.354,Tsunami
2004,11,21,-0.5,GUADELOUPE (FRENCH TERRITORY),"BASSE-TERRE, LES SAINTES",15.679,-61.706,Tsunami
1919,5,22,-0.4,ITALY,STROMBOLI ISLAND,38.789,15.213,Tsunami
1920,12,16,-0.4,CHINA,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,Tsunami
1938,11,13,-0.4,JAPAN,SANRIKU,37,141.5,Tsunami
1960,3,23,-0.4,JAPAN,SANRIKU,39.4,143.7,Tsunami
1975,5,26,-0.4,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,35.997,-17.649,Tsunami
1931,11,2,-0.3,JAPAN,SEIKAIDO,32.2,132.1,Tsunami
1939,3,20,-0.3,JAPAN,SEIKAIDO,32.3,132,Tsunami
1959,1,22,-0.3,JAPAN,SANRIKU,37.5,142.2,Tsunami
1966,12,31,-0.3,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-12.334,166.684,Tsunami
1970,12,4,-0.3,RUSSIA,BLACK SEA,43.84,39.34,Tsunami
1992,1,5,-0.3,CHINA,SOUTH CHINA SEA,18,108,Tsunami
1962,5,11,-0.3,MEXICO,S. MEXICO,17.2,-99.6,Tsunami
1938,5,23,-0.3,JAPAN,JAPAN TRENCH,36.7,141.4,Tsunami
1917,7,29,-0.2,PAPUA NEW GUINEA,BISMARCK SEA,-3,143.5,Tsunami
1938,5,28,-0.2,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,Tsunami
1956,3,2,-0.2,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.9,175.8,Tsunami
1961,7,23,-0.2,VANUATU,VANUATU ISLANDS,-18.421,168.411,Tsunami
1961,8,1,-0.2,SOLOMON ISLANDS,SOLOMON SEA,-9.849,160.614,Tsunami
1969,2,28,-0.2,PORTUGAL,PORTUGAL,36.017,-10.95,Tsunami
1976,1,14,-0.2,NEW ZEALAND,KERMADEC ISLANDS,-28.427,-177.657,Tsunami
1986,5,7,-0.2,USA,"ANDREANOF ISLANDS, AK",51.52,-174.776,Tsunami
1989,11,1,-0.2,JAPAN,JAPAN,39.837,142.76,Tsunami
1974,10,3,-0.1,PERU,CENTRAL PERU,-12.27,-77.79,Tsunami
2004,9,5,-0.1,JAPAN,SOUTH COAST HONSHU ISLAND,33.184,137.071,Tsunami
1968,6,12,-0.1,JAPAN,SANRIKU,39.4,143.1,Tsunami
1902,5,7,0,SAINT VINCENT AND THE GRENADINES,SOUFRIERE VOLCANO,13.33,-61.18,Tsunami
1902,8,30,0,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,Tsunami
1903,3,30,0,INDONESIA,BANDA SEA,-3,127.5,Tsunami
1914,1,12,0,PERU,CENTRAL PERU,-12,-76.6,Tsunami
1915,11,1,0,JAPAN,SANRIKU,38.3,142.9,Tsunami
1921,5,14,0,INDONESIA,MAKASSAR STRAIT,0.7,117.9,Tsunami
1925,1,8,0,INDONESIA,BANDA SEA,-8,115,Tsunami
1927,7,11,0,ISRAEL,DEAD SEA,32,35.5,Tsunami
1927,9,11,0,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.5,Tsunami
1929,3,7,0,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,Tsunami
1930,12,29,0,CHILE,NORTHERN CHILE,-28.5,-71,Tsunami
1931,9,25,0,INDONESIA,SW. SUMATRA,-5,102.75,Tsunami
1932,6,18,0,MEXICO,CENTRAL MEXICO,19.452,-103.632,Tsunami
1936,7,13,0,CHILE,NORTHERN CHILE,-24.5,-70,Tsunami
1938,2,1,0,INDONESIA,BANDA SEA,-5.25,130.5,Tsunami
1942,5,22,0,COLOMBIA,COLOMBIA,4.6,-74.5,Tsunami
1943,4,6,0,CHILE,CENTRAL CHILE,-30.75,-72,Tsunami
1945,1,12,0,JAPAN,TOKAIDO,34.7,137.2,Tsunami
1947,10,6,0,GREECE,"PELOPONNESUS, GREECE",37,22,Tsunami
1948,4,22,0,GREECE,IONIAN SEA,38.532,20.427,Tsunami
1952,3,17,0,USA,HAWAII,19.1,-155,Tsunami
1953,12,12,0,PERU,N. PERU,-3.4,-80.6,Tsunami
1955,4,19,0,CHILE,CENTRAL CHILE,-30,-72,Tsunami
1955,9,23,0,CHINA,"JINSHA RIVER, YUNNAN PROVINCE",26.6,101.8,Tsunami
1958,11,12,0,RUSSIA,S. KURIL ISLANDS,44.2,148.8,Tsunami
1959,2,23,0,GREECE,"GRECIAN ARCHIPELAGO, CRETE",40.63,22.97,Tsunami
1959,8,17,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,156,Tsunami
1959,8,18,0,USA,"HEGBEN LAKE, MONTANA",44.712,-111.215,Tsunami
1960,3,20,0,JAPAN,SANRIKU,39.8,143.4,Tsunami
1961,2,12,0,RUSSIA,S. KURIL ISLANDS,43.2,147.9,Tsunami
1962,4,12,0,JAPAN,SANRIKU,38.073,142.741,Tsunami
1967,12,4,0,ANTARCTICA,"TELEPHONE BAY, DECEPCION ISLAND",-63,-60.5,Tsunami
1970,9,28,0,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,Tsunami
1981,3,4,0,GREECE,GULF OF CORINTH,38.209,23.288,Tsunami
1981,9,1,0,SAMOA,SAMOA ISLANDS,-14.96,-173.085,Tsunami
1983,6,21,0,JAPAN,N. HONSHU ISLAND,41.346,139.099,Tsunami
1989,10,18,0,USA,N. CALIFORNIA,37.036,-121.883,Tsunami
1990,3,25,0,COSTA RICA,COSTA RICA,9.919,-84.808,Tsunami
1995,6,15,0,GREECE,GULF OF CORINTH: AIYION,38.401,22.283,Tsunami
2004,2,11,0,JORDAN,DEAD SEA,31.675,35.551,Tsunami
2006,5,20,0,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,Tsunami
2012,12,7,0,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,Tsunami
1988,6,24,0,PHILIPPINES,NORTH OF LUZON ISLAND,18.606,121.013,Tsunami
1995,12,3,0.1,RUSSIA,S. KURIL ISLANDS,44.663,149.3,Tsunami
1973,1,30,0.2,MEXICO,S. MEXICO,18.48,-103,Tsunami
1901,8,9,0.3,NEW CALEDONIA,LOYALTY ISLANDS,-22,170,Tsunami
1906,10,2,0.3,PAPUA NEW GUINEA,BISMARCK SEA,-4,149,Tsunami
1908,9,21,0.3,USA,HAWAII,19,-155,Tsunami
1939,5,1,0.3,JAPAN,NW. HONSHU ISLAND,40.1,139.5,Tsunami
1941,11,18,0.3,JAPAN,SEIKAIDO,32,132.1,Tsunami
1956,11,2,0.3,GREECE,NORTH AEGEAN,39.5,23,Tsunami
1968,2,19,0.3,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,Tsunami
1971,7,9,0.3,CHILE,CENTRAL CHILE,-32.5,-71.2,Tsunami
1985,9,21,0.3,MEXICO,MEXICO,17.802,-101.647,Tsunami
1994,9,19,0.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.238,152.214,Tsunami
2011,7,6,0.3,NEW ZEALAND,KERMADEC ISLANDS,-29.539,-176.34,Tsunami
1938,11,6,0.3,JAPAN,OFF FUKUSHIMA PREFECTURE,37,141.7,Tsunami
1938,11,6,0.3,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,Tsunami
1905,9,8,0.4,ITALY,CALABRIAN ARC,39,16,Tsunami
1916,4,26,0.4,PANAMA,BOCAS DEL TORO,9.6,-82,Tsunami
1957,7,28,0.4,MEXICO,S. MEXICO,16.5,-99.1,Tsunami
1973,3,17,0.4,PHILIPPINES,QUEZON,13.4,122.8,Tsunami
1979,3,14,0.4,MEXICO,S. MEXICO,17.813,-101.276,Tsunami
1982,3,21,0.4,JAPAN,HOKKAIDO ISLAND,42.158,142.361,Tsunami
1985,7,3,0.4,PAPUA NEW GUINEA,NEW IRELAND,-4.439,152.828,Tsunami
1908,2,6,0.5,INDONESIA,SW. SUMATRA,-2,100,Tsunami
1920,8,20,0.5,CHILE,CENTRAL CHILE,-38,-73.5,Tsunami
1925,2,23,0.5,USA,"GULF OF ALASKA, AK",60,-146,Tsunami
1901,10,8,0.6,NICARAGUA,NICARAGUA,11,-86.5,Tsunami
1906,9,14,0.6,PAPUA NEW GUINEA,SOLOMON SEA,-7,149,Tsunami
1913,2,22,0.6,NEW ZEALAND,TASMAN SEA,-41.8,171.5,Tsunami
1915,8,7,0.6,GREECE,IONIAN SEA,38.5,20.7,Tsunami
1917,1,31,0.6,PHILIPPINES,CELEBES SEA,6,125,Tsunami
1917,3,16,0.6,INDONESIA,JAVA,-3.7,116.6,Tsunami
1923,2,17,0.6,CHILE,CENTRAL CHILE,-35.33,-72.42,Tsunami
1926,3,20,0.6,USA,HAWAII,20.5,-155.5,Tsunami
1928,12,1,0.6,CHILE,CENTRAL CHILE,-35,-72,Tsunami
1929,5,26,0.6,CANADA,BRITISH COLUMBIA,51,-131,Tsunami
1930,6,19,0.6,INDONESIA,SOUTH OF JAVA,-5.6,105.3,Tsunami
1938,6,10,0.6,JAPAN,RYUKYU ISLANDS,25.321,125.115,Tsunami
1941,6,26,0.6,INDIA,"ANDAMAN SEA, E. COAST INDIA",12.5,92.5,Tsunami
1972,8,26,0.6,PAPUA NEW GUINEA,SOLOMON SEA,-6.7,147,Tsunami
1973,2,28,0.6,RUSSIA,N. KURIL ISLANDS,50.5,156.6,Tsunami
1974,1,31,0.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,Tsunami
1978,11,29,0.6,MEXICO,MEXICO,16.01,-96.591,Tsunami
1983,11,30,0.6,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,Tsunami
1987,2,8,0.6,PAPUA NEW GUINEA,SOLOMON SEA,-6.088,147.689,Tsunami
1994,1,4,0.6,USA,"COREA HARBOR, MAINE",44.4,-67.97,Tsunami
1995,10,19,0.6,JAPAN,RYUKYU ISLANDS,28.094,130.148,Tsunami
2013,1,5,0.6,USA,"SE. ALASKA, AK",55.393,-134.652,Tsunami
1952,5,6,0.6,USA,"LAKE HURON, MI",43.1,-82.4,Tsunami
1909,8,14,0.8,JAPAN,"ANEGAWA, JAPAN",35.4,136.3,Tsunami
1922,1,19,0.8,PAPUA NEW GUINEA,BISMARCK SEA,-7,143,Tsunami
1927,11,4,0.8,USA,S. CALIFORNIA,34.813,-120.774,Tsunami
1957,6,22,0.8,INDONESIA,NW. IRIAN JAYA,-1.5,137,Tsunami
1971,9,25,0.8,PAPUA NEW GUINEA,BISMARCK SEA,-6.5,146.6,Tsunami
1990,4,5,0.8,USA TERRITORY,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,Tsunami
1992,4,25,0.8,USA,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,Tsunami
1907,4,14,1,MEXICO,S. MEXICO,17,-100,Tsunami
1917,1,20,1,INDONESIA,BALI SEA,-7,116,Tsunami
1920,1,29,1,INDONESIA,N. MOLUCCAS ISLANDS,0.87,122.92,Tsunami
1926,9,16,1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,Tsunami
1927,12,28,1,RUSSIA,KAMCHATKA,55.663,160.039,Tsunami
1932,9,26,1,GREECE,NORTH AEGEAN,40.5,23.9,Tsunami
1940,5,24,1,PERU,CENTRAL PERU,-10.5,-77,Tsunami
1942,8,24,1,PERU,S. PERU,-15,-76,Tsunami
1947,11,4,1,JAPAN,W. HOKKAIDO ISLAND,43.8,141,Tsunami
1948,9,8,1,TONGA,TONGA TRENCH,-21,-174,Tsunami
1949,7,23,1,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.58,26.23,Tsunami
1951,12,21,1,CHINA,CHINA: GANSU AND SHANXI PROVINCES,26.7,100,Tsunami
1952,1,9,1,NORWAY,MID-NORWAY,64.883,12.417,Tsunami
1965,8,13,1,VANUATU,VANUATU ISLANDS,-15.9,166.8,Tsunami
1966,12,31,1,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.893,166.445,Tsunami
1967,9,3,1,PERU,CENTRAL PERU,-10.6,-79.8,Tsunami
1968,9,25,1,MEXICO,S. MEXICO-GUATEMALA-NICARAGUA,15.6,-92.6,Tsunami
1971,9,5,1,RUSSIA,TATAR STRAIT,46.5,141.2,Tsunami
1975,7,20,1,PAPUA NEW GUINEA,SOLOMON SEA,-6.59,155.054,Tsunami
1979,9,12,1,INDONESIA,IRIAN JAYA,-1.679,136.04,Tsunami
1979,10,6,1,NORWAY,NORTHERN NORWAY,65.117,12.333,Tsunami
1985,4,13,1,INDONESIA,BALI ISLAND,-9.245,114.185,Tsunami
1988,4,20,1,ITALY,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,Tsunami
1994,1,21,1,INDONESIA,HALMAHERA,1.015,127.733,Tsunami
1996,1,1,1,GREECE,W. CORINTH GULF,38.367,22.083,Tsunami
1999,1,20,1,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,Tsunami
2003,1,20,1,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,Tsunami
2007,12,3,1,CANADA,"CHEHALIS LAKE, CHILLIWACK",49.475,-121.847,Tsunami
2008,10,28,1,USA,MAINE,43.8,-69.7,Tsunami
1990,2,8,1.1,PHILIPPINES,PHILIPPINES,9.755,124.694,Tsunami
1915,2,11,1.3,USA TERRITORY,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,Tsunami
1993,8,8,1.3,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.982,144.801,Tsunami
1907,1,14,1.3,JAMAICA,JAMAICA,18,-76.8,Tsunami
1917,11,16,1.3,NEW ZEALAND,KERMADEC ISLANDS,-29,-177.5,Tsunami
1919,4,30,1.3,TONGA,TONGA ISLANDS,-18.352,-172.515,Tsunami
1919,5,6,1.3,PAPUA NEW GUINEA,SOLOMON SEA,-4.852,153.714,Tsunami
1929,6,16,1.3,NEW ZEALAND,TASMAN SEA,-41.75,172.25,Tsunami
1930,9,11,1.3,ITALY,STROMBOLI ISLAND,38.789,15.213,Tsunami
1937,5,29,1.3,PAPUA NEW GUINEA,RABAUL,-4.271,152.203,Tsunami
1948,2,9,1.3,GREECE,"DODECANESE, KARPATHOS IS.",35.5,27.2,Tsunami
1999,8,17,1.3,TURKEY,"KOCAELI, TURKEY",40.76,29.97,Tsunami
1995,10,18,1.4,JAPAN,RYUKYU ISLANDS,27.929,130.175,Tsunami
1957,11,,1.4,SOLOMON ISLANDS,"MALAITA ISLAND, SOLOMON ISLANDS",-8.57,160.72,Tsunami
1998,11,29,1.5,INDONESIA,"TALIABU ISLAND,",-2.071,124.891,Tsunami
1974,10,17,1.5,CANADA,"KITIMAT INLET, BRITISH COLOMBIA",54,-128.7,Tsunami
1900,9,17,1.6,PAPUA NEW GUINEA,RABAUL HARBOR,-5,148,Tsunami
1901,3,31,1.6,BULGARIA,BLACK SEA,43.4,28.5,Tsunami
1909,3,7,1.6,COOK ISLANDS,RAROTONGA,-21,-159,Tsunami
